Code;2017;2021
BE10;1.0000;1.0000
BE21;0.3590;0.3406
BE22;:;:
BE23;0.2083;0.1892
BE24;0.1077;0.1211
BE25;0.2213;0.2001
BE31;:;:
BE32;0.2146;0.4321
BE33;0.3379;0.4422
BE34;:;:
BE35;0.1253;0.2039
BG31;0.2631;0.2673
BG32;0.2789;0.2736
BG33;0.5539;0.5589
BG34;0.4963;0.4958
BG41;0.6742;0.6895
BG42;0.3514;0.3554
CZ01;1.0000;1.0000
CZ02;0.0532;0.0517
CZ03;0.1925;0.2337
CZ04;0.2349;0.2544
CZ05;0.1993;0.2063
CZ06;0.2537;0.2788
CZ07;0.1415;0.1639
CZ08;0.3774;0.3662
DK01;0.7333;0.6621
DK02;0.0289;0.0329
DK03;0.1908;0.1787
DK04;0.2720;0.2950
DK05;0.1974;0.3786
DE11;0.2735;0.3709
DE12;0.3559;0.3659
DE13;0.2373;0.2751
DE14;0.2329;0.2258
DE21;0.3996;0.4428
DE22;0.1139;0.1131
DE23;0.1698;0.1783
DE24;0.1649;0.1933
DE25;0.4698;0.4866
DE26;0.2161;0.2396
DE27;0.2572;0.2655
DE30;1.0000;1.0000
DE40;0.1774;0.2204
DE50;1.0000;1.0000
DE60;1.0000;1.0000
DE71;0.3737;0.4230
DE72;0.2524;0.2314
DE73;0.2612;0.2567
DE80;0.3417;0.3348
DE91;0.4168;0.3908
DE92;0.3279;0.3320
DE93;0.0919;0.0877
DE94;0.1940;0.2163
DEA1;0.6817;0.7268
DEA2;0.4787;0.5250
DEA3;0.3424;0.4416
DEA4;0.2478;0.2891
DEA5;0.5148;0.6060
DEB1;0.0821;0.0893
DEB2;0.2380;0.2713
DEB3;0.3036;0.3254
DEC0;0.1996;0.1953
DED2;0.3978;0.4388
DED4;0.2993;0.3052
DED5;0.5908;0.6248
DEE0;0.2681;0.2862
DEF0;0.2473;0.3219
DEG0;0.2485;0.2623
EE00;0.4619;0.4565
IE04;0.1055;0.1073
IE05;0.1574;0.1471
IE06;0.5928;0.6031
IE01;:;:
IE02;:;:
EL30;0.6717;0.6718
EL41;:;:
EL42;0.1641;0.2581
EL43;0.3443;0.3659
EL51;0.1032;0.0976
EL52;0.3780;0.3572
EL53;:;:
EL54;0.2556;0.2193
EL61;0.4483;0.4097
EL62;:;:
EL63;0.3042;0.2591
EL64;0.0895;0.1278
EL65;0.1291;0.1218
ES11;0.3907;0.3873
ES12;0.5592;0.5711
ES13;0.4112;0.4058
ES21;0.5921;0.6132
ES22;0.4813;0.5153
ES23;0.5019;0.4752
ES24;0.5119;0.5314
ES30;0.8353;0.8351
ES41;0.4227;0.4323
ES42;0.2852;0.2744
ES43;0.2791;0.2901
ES51;0.6281;0.5994
ES52;0.4802;0.4998
ES53;0.4198;0.4079
ES61;0.4851;0.4808
ES62;0.5499;0.5044
ES63;1.0000;1.0000
ES64;1.0000;1.0000
ES70;0.5009;0.4930
FR10;0.7860;0.8337
FRB0;0.3434;0.3360
FRC1;0.2789;0.2296
FRC2;0.2544;0.3495
FRD1;0.1799;0.3383
FRD2;0.4044;0.4665
FRE1;0.5703;0.6104
FRE2;0.2736;0.2001
FRF1;0.3860;0.3374
FRF2;0.2922;0.3336
FRF3;0.3394;0.1635
FRG0;0.3859;0.3434
FRH0;0.3461;0.3241
FRI1;0.3815;0.3198
FRI2;0.4011;0.3836
FRI3;0.2851;0.2261
FRJ1;0.3660;0.4028
FRJ2;0.3698;0.3008
FRK1;0.2797;0.1688
FRK2;0.3346;0.3727
FRL0;0.7282;0.7240
FRM0;0.4123;0.2401
FRY1;:;:
FRY2;0.4523;0.4527
FRY3;:;:
FRY4;0.2465;0.2367
HR02;0.1059;0.1286
HR03;0.2372;0.2670
HR04;0.3589;:
HR05;1.0000;1.0000
HR06;:;:
ITC1;0.2708;0.2759
ITC2;:;:
ITC3;0.5173;0.4744
ITC4;0.4141;0.4589
ITF1;0.1008;0.1558
ITF2;0.1639;0.1550
ITF3;0.5655;0.5272
ITF4;0.2154;0.3407
ITF5;0.2121;0.2099
ITF6;0.1756;0.1659
ITG1;0.2745;0.3218
ITG2;0.1701;0.1748
ITH1;0.2204;0.2084
ITH2;0.2325;0.2297
ITH3;0.2067;0.2027
ITH4;0.3190;0.3145
ITH5;0.3824;0.4104
ITI1;0.2807;0.2948
ITI2;0.3317;0.3244
ITI3;0.1322;0.1371
ITI4;0.5307;0.5405
CY00;0.5361;0.6284
LV00;0.4672;0.4655
LT01;0.6689;0.7073
LT02;0.3409;0.3649
LT00;:;:
LU00;0.1829;0.2033
HU11;0.9384;1.0000
HU12;:;:
HU10;:;:
HU21;0.2327;0.2459
HU22;0.2519;0.2465
HU23;0.1814;0.1931
HU31;0.1652;0.1637
HU32;0.3034;0.3167
HU33;0.2487;0.2402
MT00;0.4978;0.4806
NL11;0.4361;0.4708
NL12;0.1981;0.2043
NL13;0.1393;0.1607
NL21;0.4991;0.5105
NL22;0.3712;0.3790
NL23;0.6745;0.7072
NL31;0.6712;0.6732
NL32;0.7829;0.7917
NL33;0.8012;0.8100
NL34;0.2520;0.2254
NL41;0.5011;0.5197
NL42;0.5383;0.5175
AT11;:;:
AT12;:;:
AT13;1.0000;1.0000
AT21;0.2014;0.1945
AT22;0.2491;0.2471
AT31;0.1631;0.1506
AT32;0.3082;0.3168
AT33;0.2079;0.2125
AT34;:;:
PL21;0.3579;0.3881
PL22;0.6032;0.6041
PL41;0.3379;0.3258
PL42;0.3759;0.4154
PL43;0.3003;0.2942
PL51;0.4459;0.4491
PL52;0.1422;0.1412
PL61;0.4595;0.4981
PL62;0.2699;0.2679
PL63;0.4372;0.4590
PL71;0.4326;0.4346
PL72;0.2428;0.2681
PL81;0.2679;0.2697
PL82;0.1825;0.2064
PL84;0.4322;0.4038
PL91;0.6966;0.6545
PL92;0.1893;0.2068
PT11;0.4322;0.4409
PT15;0.1385;0.1219
PT16;0.1482;0.1319
PT17;0.8821;0.8946
PT18;:;:
PT20;0.2655;0.2691
PT30;0.4296;0.3720
RO11;0.3161;0.3292
RO12;0.2904;0.2798
RO21;0.2776;0.2862
RO22;0.3588;0.3599
RO31;0.2082;0.2028
RO32;0.8534;0.8423
RO41;0.2858;0.2733
RO42;0.2833;0.2761
SI03;0.1129;0.1185
SI01;:;:
SI04;0.3348;0.3211
SI02;:;:
SK01;0.6611;0.7130
SK02;0.1201;0.1170
SK03;0.1392;0.1451
SK04;0.1978;0.2343
FI19;0.2848;0.2997
FI1B;0.7077;0.7165
FI1C;0.2805;0.2732
FI1D;0.2385;0.2572
FI20;:;:
SE11;0.6376;0.6024
SE12;0.5293;0.5162
SE21;:;:
SE22;0.4495;0.4587
SE23;0.3408;0.3130
SE31;:;:
SE32;:;:
SE33;0.2865;0.3065
NO02;:;:
NO06;:;0.4651
NO07;:;:
NO08;:;0.4862
NO09;:;:
NO0A;:;0.3552
UKC1;0.4278;:
UKC2;0.7781;:
UKD1;0.1890;:
UKD3;0.9944;:
UKD4;0.4722;:
UKD6;0.2176;:
UKD7;0.9967;:
UKE1;0.4433;:
UKE2;0.2431;:
UKE3;0.9943;:
UKE4;0.8905;:
UKF1;0.5191;:
UKF2;0.3764;:
UKF3;0.1434;:
UKG1;0.3404;:
UKG2;0.5103;:
UKG3;0.9958;:
UKH1;0.3355;:
UKH2;0.4026;:
UKH3;0.5876;:
UKI1;:;:
UKI2;:;:
UKI3;0.9971;:
UKI4;0.9888;:
UKI5;0.9945;:
UKI6;0.9911;:
UKI7;0.9933;:
UKJ1;0.4849;:
UKJ2;0.3436;:
UKJ3;0.5097;:
UKJ4;0.5238;:
UKK1;0.4572;:
UKK2;0.2559;:
UKK3;:;:
UKK4;0.4290;:
UKL1;0.1271;:
UKL2;0.5528;:
UKM2;:;:
UKM3;:;:
UKM5;0.4989;:
UKM6;:;:
UKM7;0.4098;:
UKM8;0.6238;:
UKM9;:;:
UKN0;0.3904;:
ME00;:;:
MK00;:;:
RS11;0.7231;0.7473
RS12;0.2667;0.2853
RS21;0.2882;0.2948
RS22;0.2439;0.2568
TR10;:;:
TR21;:;:
TR22;:;:
TR31;:;:
TR32;:;:
TR33;:;:
TR41;:;:
TR42;:;:
TR51;:;:
TR52;:;:
TR61;:;:
TR62;:;:
TR63;:;:
TR71;:;:
TR72;:;:
TR81;:;:
TR82;:;:
TR83;:;:
TR90;:;:
TRA1;:;:
TRA2;:;:
TRB1;:;:
TRB2;:;:
TRC1;:;:
TRC2;:;:
TRC3;:;:
